Platform,Date,Rating,Title,Review
Google Play,27-08-2026 12:00:00,5,,improvement needed in remove primary bank account and add other bank not option available need improvement
Google Play,27-08-2026 11:52:00,4,,good
Google Play,27-08-2026 11:32:00,5,,excellent
Google Play,27-08-2026 09:51:00,5,,exllent app
Google Play,27-08-2026 07:36:00,5,,very good
Google Play,26-08-2026 23:27:00,4,,very good 👍👍👍
Google Play,26-08-2026 21:53:00,5,,fine app
Google Play,26-08-2026 21:33:00,5,,very good
Google Play,26-08-2026 20:09:00,3,,INDMONEY team thanks 😊
Google Play,26-08-2026 20:04:00,5,,Exlent app
Google Play,26-08-2026 19:43:00,5,,best reliable trading account
Google Play,26-08-2026 19:23:00,2,,"App is overall good but now noticing that their support is going down day by day. Chat bot is not up to the mark, it's of no use, not able to raise ticket with it. Even charges are going up for US investing."
Google Play,26-08-2026 17:33:00,5,,supper app
Google Play,26-08-2026 16:33:00,5,,"Honestly, this feels like a completely different app now. The download speed is the first thing I noticed, but the stability is what really makes the difference. I can actually use the app while things are syncing instead of staring at a frozen screen. The old delays when stopping an entry were frustrating too, especially when those extra seconds ended up being recorded. Really appreciate the work from everyone behind the algorithms."
Google Play,26-08-2026 15:30:00,1,,sometimes it freezes and the web version needs more work dude literally I had stocks at 3.18 and it won't exit I clicked more than 4 times and it got 50 rs charges.
Google Play,26-08-2026 14:23:00,1,,these trading apps have deliberately removed direct growth mutual funds to earn more commission
Google Play,26-08-2026 14:23:00,1,,good
Google Play,26-08-2026 13:53:00,5,,super
Google Play,26-08-2026 09:58:00,5,,nice 👍
Google Play,26-08-2026 02:59:00,5,,nice
Google Play,25-08-2026 23:23:00,5,,ease of use -10/10
Google Play,25-08-2026 22:39:00,3,,I have recently open an account for investment in the US market when I tried to add fund it showing that there are four private sector banks available to add fund no any PSB banks appearing to add fund that means investors should have bank account in private sector bank if anybody have account in PSB banks .they can't add fund to invest in us market. there should be an option for psu banks also so that investors can add fund for the same.
Google Play,25-08-2026 21:28:00,1,,"Worst experience with INDmoney & Fibe. Setup AutoPay/NACH for Insta Cash loan ₹95k+. Got stuck on IMPS transfer error for over 24h. No money disbursed, but support bot says ""No records found"" for valid Txn ID [id]. Now mandate is active without getting the loan. Pathetic service!"
Google Play,25-08-2026 21:01:00,1,,"very bad app I want to purchase us stock, i have deposite 10000 to us dollar for purchase us stock but always pending 5 days ago. & today ind money says fail to convert rupees to us dollar, but GROWW app is always good & team grow app is also good, but ind money app is very bad."
Google Play,25-08-2026 20:59:00,5,,no 1 stock broker for us investment in india
Google Play,25-08-2026 18:29:00,2,,"I use this app for US investments and UPI payments. Recently, a UPI payment went to 'Pending' and the money was debited from my account. Since the driver insisted on cash, I had to pay twice. When I opened a support ticket, your team just told me to contact my bank. If you won't take responsibility for UPI failures on your platform, why even offer the feature? You have completely lost my trust."
Google Play,25-08-2026 17:50:00,5,,"Sometimes the best updates are the ones you feel without thinking about them. 🛟 That’s exactly what happened here. The app is faster to download, more stable, and much more responsive. Before, syncing interrupted almost every interaction and completely froze the app until it finished. Opening, starting, stopping, or editing an entry could all trigger it. Even ending an entry came with unwanted extra seconds. Now those frustrations are fading away, and the whole experience feels good."
Google Play,25-08-2026 16:33:00,5,,super
Google Play,25-08-2026 16:10:00,4,,good
Google Play,25-08-2026 15:56:00,5,,best
Google Play,25-08-2026 15:21:00,4,,Very good app for me..easy to use...
Google Play,25-08-2026 13:41:00,5,,👍
Google Play,25-08-2026 13:23:00,5,,nice wark in India
Google Play,25-08-2026 12:02:00,5,,Providing Good services.
Google Play,25-08-2026 11:28:00,1,,"There is no proper customer care support. If a transaction issue occurs, your complaint may not be heard or resolved. The lack of responsive support makes it very difficult to trust the service"
Google Play,25-08-2026 11:05:00,5,,Very user friendly and well organised app. thanks...
Google Play,25-08-2026 10:48:00,5,,nicee
Google Play,25-08-2026 10:26:00,5,,good
Google Play,25-08-2026 09:28:00,5,,thankyou indmoney good app for investment
Google Play,25-08-2026 09:24:00,5,,this is a really great app :))))
Google Play,24-08-2026 21:28:00,5,,awesome 😎 👍
Google Play,24-08-2026 20:46:00,5,,Excellent App for trading or investing.
Google Play,24-08-2026 20:42:00,4,,👍
Google Play,24-08-2026 20:12:00,5,,good 👍 👍 👍
Google Play,24-08-2026 17:56:00,4,,assets should be listed in the descending order of their value
Google Play,24-08-2026 16:45:00,5,,best
Google Play,24-08-2026 16:10:00,5,,good aap
Google Play,24-08-2026 15:56:00,5,,thank you
Google Play,24-08-2026 11:51:00,4,,Editing My review as the customer care resolved my query. This app gives good option to invest in US Stock from India they have GAP Gift City License which allows users to convert INR to USD without standard Bank remittance charges which is a big positive however the fast fund transfer remittance time is as per the banks standard remittance processing time only Fedral Bank offers quick remittance within minutes it could have been better if this is mentioned clearly in the documents
Google Play,24-08-2026 11:48:00,3,,just okay
Google Play,24-08-2026 10:14:00,4,,UI and UX is smooth which a beginner or elderly too use can efficiently. would be great if product team can add rotation feature on charts.
Google Play,23-08-2026 22:56:00,5,,"The old syncing behavior had a talent for appearing at exactly the wrong moment. Open the app, edit an entry, start one, stop one—suddenly everything was frozen. The app wouldn't respond until synchronization finished, while stopping an entry could leave a few unwanted seconds behind. The latest update feels like a reset button for that whole experience. Downloads are significantly faster, the app is much more stable, and everyday use feels effortless again. Huge thanks to everyone behind"
Google Play,23-08-2026 21:44:00,5,,❤️
Google Play,23-08-2026 19:40:00,5,,"The best app for investment... Hats off to the developers... from deposit to withdraw everything was fast and very responsive... The diversification makes the app most unique from all apps... Simple, beginner friendly design... Very nice... Hoping for more excellent updates... Very nice..."
Google Play,23-08-2026 17:14:00,5,,has made my job very easy
Google Play,23-08-2026 15:16:00,5,,very easy to use app
Google Play,23-08-2026 09:34:00,4,,"INDmoney already has a great interface and a dedicated F&O section. It would be even better with F&O-specific filters like Top Gainers, Top Losers, Volume/OI, and Bullish/Bearish. Currently, after finding an F&O stock, we still have to open the option chain separately to identify the relevant CALL or PUT. A one-click F&O experience, where the most relevant CALL/PUT with strike and expiry is shown instantly, would make trading much faster. Please consider adding this in a future update 🙏"
Google Play,23-08-2026 08:03:00,4,,Nice 👍 this app was very good
Google Play,23-08-2026 01:10:00,1,,scammer hai kabhi app download na Karna
Google Play,22-08-2026 18:17:00,5,,niceapp
Google Play,22-08-2026 17:41:00,5,,good 👍
Google Play,22-08-2026 15:13:00,5,,real and good
Google Play,22-08-2026 13:13:00,5,,exllenet
Google Play,22-08-2026 12:36:00,5,,good
Google Play,21-08-2026 22:38:00,1,,"I traded through this app in August 2025. Recently, I sold my equity and requested a withdrawal, but my withdrawal claim was cancelled and my account balance is now showing zero. My money is stuck, and there is no proper help or support available through the app to resolve the issue. This has been a very disappointing and stressful experience. I strongly recommend that users be cautious before trading through this app. Please resolve such issues promptly and provide proper customer support."
Google Play,21-08-2026 21:15:00,5,,Awesome
Google Play,21-08-2026 21:08:00,5,,very good
Google Play,21-08-2026 20:52:00,5,,"Don't know why but the trend chart of combined value of all MF removed from analytics in the last update, which was a crucial tool. Edit: now trends for individual MFs have been added, but not for the overall portfolio. Edit 2: the analytics have been restored and is better than the previous ones. Edit 3: if possible please add XIRR % and Absolute Returns % in a chart."
Google Play,21-08-2026 20:28:00,5,,good
Google Play,21-08-2026 19:10:00,4,,please add an option to gift mutual funds to family members. (mfcentral now allows this)
Google Play,21-08-2026 17:18:00,4,,good
Google Play,21-08-2026 15:29:00,4,,good
Google Play,21-08-2026 12:53:00,5,,Best app for comparing mutual funds. Quick insights to keep track of how your fund changed over the past 3 months.
Google Play,21-08-2026 12:16:00,5,,informative.The trading could easy in this app
Google Play,21-08-2026 10:01:00,5,,"There was a time when using the app felt like waiting for a tiny storm to pass. 🛟 Syncing could interrupt almost any action, and once it started, the app would become completely unresponsive. Opening, starting, stopping, or editing an entry could all trigger it. Then came the strange delay when stopping an entry—the extra seconds somehow ended up inside the entry. Now the storm is gone. Downloads are faster, stability is stronger, and everything feels calm again. 💙"
Google Play,21-08-2026 07:36:00,5,,simple secured
Google Play,21-08-2026 05:02:00,5,,Very Good App
Google Play,20-08-2026 22:57:00,5,,"A very good user friendly app, I ever seen a brokerage app like this ❤️❤️❤️"
Google Play,20-08-2026 19:42:00,1,,"never apply ipo through ind money, no notification received for UPI Mandate"
Google Play,20-08-2026 18:41:00,4,,I thinks this SIP is good for me.
Google Play,20-08-2026 16:01:00,5,,"I love🍁the app! But now download faster and more stable. Not to mention being unable to use the app when it's syncing because it literally stops responding until it's done. The app is soo much🏵️ faster download. You'd stop📀 an entry and it'd be several seconds before it'd actually stop and those extra seconds are added too the entry. This is syncing happens pretty much every time you open the app, start, stop, or edit an entry, so it was a real pain. Thank you so much to everyone algorithm!!"
Google Play,20-08-2026 13:29:00,5,,I love support
Google Play,20-08-2026 13:06:00,5,,👍 good 😊
Google Play,20-08-2026 12:54:00,3,,ऐप अच्छी है मगर लाइव कस्टमर सपोर्ट नहीं है (प्लीज़ लाइव कस्टमर सपोर्ट शुरू करे) चैट द्वारा सपोर्ट में टाइम वेस्ट होता है सही समय पर समाधान नहीं हो पाता है। इस प्लेटफ़ॉर्म का सबसे बड़ा ड्रॉबैक यही है।
Google Play,20-08-2026 11:14:00,5,,nice 👍 so better to fast money withdrawal on
Google Play,20-08-2026 10:43:00,1,,"Installed INDmoney yesterday and had a disappointing start. I tried adding the same nominee 3 times, but the nominee details appeared blank every time. Also, if the nominee has only a first name, the app gets stuck on the “Second Name” field and won’t let you proceed. These are basic validation and UX issues that should have been caught during testing. I switched from Kuvera expecting a better experience, but Kuvera feels more polished and reliable. Please fix these issues."
Google Play,20-08-2026 10:29:00,5,,ok
Google Play,20-08-2026 10:10:00,5,,Best App
Google Play,20-08-2026 09:19:00,3,,"App works very well, only issue is the exchange rates, if you deposit money to wallet, you have to pay ₹97 per dollar plus 245 gst, when you withdraw money you will get only ₹94.41 per dollar plus gst, so indmoney is earning morethan traders😁"
Google Play,20-08-2026 09:10:00,5,,good 👍
Google Play,20-08-2026 03:55:00,1,,"the app features r good .but letters font size very small . hard to see the numbers. though I hav increased font size in phone settings, but indmoney app font still the same.so no use in wasting my time trading here.better i switch to upstox or zerodha.evn groww app is also same. customer service is worst.they Speak only english Hindi.altogether long-term this app is not suggested..close the account ASAP. now the auto reply will say we understand ur concern.kindly e-mail to us [email]."
Google Play,20-08-2026 01:38:00,5,,good nice to
Google Play,19-08-2026 22:19:00,5,,very nice and easy operation
Google Play,19-08-2026 21:57:00,4,,nice
Google Play,19-08-2026 19:59:00,1,,I moved most of my trades from upstox to Indmoney because of lower rates on MTF and now they have increased MTF rates from 7% to 10%. I will now move back to upstox.
Google Play,19-08-2026 19:46:00,5,,very good
Google Play,19-08-2026 19:34:00,4,,फ्यूचर एंड ऑप्शन और कमोडिटी मैं ट्रेड लेते वक्त लिमिट प्राइस टारगेट प्राइस स्टॉप लोस इन ए सेट करने का विकल्प तेज और आसान होना चाहिए । अप तोड़ी स्लो है और फास्ट करने की जरूरत है और किसी भी प्रकार के एड न चलाई जाए
Google Play,19-08-2026 17:28:00,5,,Great
Google Play,19-08-2026 17:22:00,1,,Such a silly app. cant even show basic portfolio right. I am chasing them from two days to correct my US Stocks value. but they keep showing a day before trades already done at current value. totally distorted my P&L. Unable to assess the right value. No way to call them.
Google Play,19-08-2026 16:17:00,4,,"I love🌿 the app, especially after this improvement! Before, the app was soo much slower, and syncing happened pretty much every time you opened it, started, stopped, or edited an entry. It was a real pain because the app literally stopped responding until syncing was done. Stopping an entry could also take several seconds, and those extra seconds were added too. But now download faster and more stable. The app is soo⚡ much faster download, and the difference is easy to notice in everyday use."
Google Play,19-08-2026 14:59:00,5,,ok
Google Play,19-08-2026 13:46:00,5,,The only one you need in order to invest internationally.
Google Play,19-08-2026 12:21:00,5,,us mutual fund mein jama karne ke liye State Bank of India ko bhi sahmati den
Google Play,19-08-2026 11:41:00,5,,excellent
Google Play,19-08-2026 11:32:00,1,,"I have been investing in Mutual funds SIPs for months through this app, now it shows security maintenance for some days and i can't even login my account for days...it keep asking to restart the app but it fails every time. please review it ASAP or give me customer care number for your app to talk."
Google Play,19-08-2026 10:04:00,5,,good
Google Play,19-08-2026 09:50:00,4,,good and interesting
Google Play,19-08-2026 08:38:00,5,,Fan of this app.
Google Play,19-08-2026 07:17:00,5,,good
Google Play,18-08-2026 23:15:00,5,,nyc application
Google Play,18-08-2026 22:31:00,1,,एप्लीकेशन में सब कुछ आसान होनाचाहिए इंडियन भाषा को अप्रूव करना चाहिए सब कुछ समझ में आए ऐसा करना चाहिए इंडियन इन्वेस्टमेंट का बाढ़आ जाएगा अगर सबको भाषा समझ में सही से आजाएगा तो।
Google Play,18-08-2026 22:07:00,5,,Best App in India for Investment in USA Stocks !!!. Easy platform navigation and smooth trade execution at lighting speed.
Google Play,18-08-2026 21:06:00,5,,excellent app
Google Play,18-08-2026 20:34:00,5,,ok
Google Play,18-08-2026 20:33:00,4,,ind money is very batter platform invest in india stock muchal funds us stocks bonds FD in Rd very hing return on the past few years 📈📊 growing your money 💰
Google Play,18-08-2026 20:15:00,5,,very good
Google Play,18-08-2026 17:02:00,5,,"Looking back at the old experience, I really love🌿 the app even more now. The app is soo✨ much faster download, and the stability has improved a lot. This syncing happened pretty much every time you open the app, start, stop, or edit an entry, so it was a real pain. The app would literally stop responding whenever syncing started, and stopping an entry could take several seconds, with those extra seconds added too. But now download faster and more stable, so everything feels easier."
Google Play,18-08-2026 16:44:00,5,,super app investment super app good so good 👍😊👍
Google Play,18-08-2026 12:12:00,5,,awesome
Google Play,18-08-2026 10:07:00,5,,great app
Google Play,18-08-2026 02:43:00,3,,good
Google Play,18-08-2026 01:09:00,5,,awesome
Google Play,17-08-2026 22:46:00,4,,"good, but some times not working..."
Google Play,17-08-2026 21:33:00,4,,superb.....
Google Play,17-08-2026 20:56:00,4,,Brokerage is higher for low amount of investment in US stocks. Other things are very good.
Google Play,17-08-2026 20:36:00,1,,"I don't have an issue with the app, but with the process. It's a waste of time. They captured all ID proofs from me, yet they still ask for another proof one by one. I can't believe anyone is onboarded through this app. I tried 5+ times to complete KYC, but I think due to an app bug or process failure, they keep on asking for different ID proofs. They don't even consider the proof they accepted during video verification. I'm fed up and left them."
Google Play,17-08-2026 16:23:00,5,,ok
Google Play,17-08-2026 15:47:00,5,,nice 👍
Google Play,17-08-2026 13:41:00,4,,features are excellent... please upgrade the security features
Google Play,17-08-2026 11:48:00,1,,worst experience
Google Play,17-08-2026 09:30:00,5,,good
Google Play,17-08-2026 08:57:00,5,,good
Google Play,17-08-2026 00:25:00,4,,Nice
Google Play,16-08-2026 23:16:00,5,,good app
Google Play,16-08-2026 22:05:00,5,,super app
Google Play,16-08-2026 19:41:00,2,,good
Google Play,16-08-2026 18:53:00,5,,super app
Google Play,16-08-2026 14:38:00,5,,best app i ever used
Google Play,16-08-2026 13:56:00,5,,ok
Google Play,16-08-2026 11:55:00,4,,good
Google Play,16-08-2026 11:00:00,5,,Very good app for all services. Zero commission in almost most of the services. Very informative and helpful app for your all needs and uses.
Google Play,16-08-2026 06:11:00,4,,great
Google Play,16-08-2026 06:04:00,4,,great work for the people who looks forward😎
Google Play,15-08-2026 17:56:00,5,,good
Google Play,15-08-2026 14:40:00,5,,great 👍 0
Google Play,15-08-2026 12:09:00,3,,good 👍
Google Play,15-08-2026 10:05:00,5,,"I'm really impressed with the latest improvements. The app now runs faster, downloads complete in much less time, and everything feels more responsive. Thank you to everyone behind the algorithms! Previously, syncing interrupted nearly every interaction, making the app temporarily unusable until it finished. Every stopped entry also included extra waiting seconds that were added to the recorded duration."
Google Play,15-08-2026 01:41:00,1,,why the hell you only want the aadhaar to verify the KYC details.
Google Play,15-08-2026 00:52:00,5,,okay 👍 thanks 🙏
Google Play,14-08-2026 23:20:00,5,,nice app for investing. starters or learners can also easily understand the features available in the app. it has indian market and US market under two separate tabs.
Google Play,14-08-2026 17:30:00,1,,"horrible service, unprofessional support team, KYC is pending from 2 weeks and every time I reach out they send a link to fill the same kyc again and close the ticket"
Google Play,14-08-2026 16:55:00,5,,yeeee student ke liye bhut acha h
Google Play,14-08-2026 16:51:00,5,,"The latest version is a significant improvement over previous releases. The app opens faster, responds more smoothly, and downloads complete much quicker than before. Huge thanks to everyone behind the algorithms! Earlier, syncing happened during nearly every action, causing the app to stop responding until synchronization finished. Every stopped entry also gained several unnecessary seconds. Thankfully, those issues have been greatly reduced, making these apps much easier and more enjoyable."
Google Play,14-08-2026 08:40:00,1,,like everyone they also think Indians are fool and they make you fool best is kite keep your life simple
Google Play,14-08-2026 08:14:00,4,,please add upi option to add money in us stocks.
Google Play,13-08-2026 23:18:00,1,,no use of cashback forcefully asking to create a us stock account which is terrible...before we used to claim cashback for recharge
Google Play,13-08-2026 23:10:00,5,,super
Google Play,13-08-2026 20:31:00,5,,बहुत बढ़िया
Google Play,13-08-2026 16:51:00,5,,nice
Google Play,13-08-2026 14:24:00,5,,"Excellent app for investment in stocks as well mutual funds. Fast trading experience in option trading, stock trading. Very easy to use, easy to understand, easy to open demat account. In new update scalping mode is so smooth with advance tools. Please provide strategy builder with readymade strategy, payoff chart, probability of profit. F&O brokerage is only 5 Rs. I love this app"
Google Play,13-08-2026 13:24:00,5,,nice one app
Google Play,13-08-2026 13:16:00,4,,good
Google Play,13-08-2026 12:49:00,5,,best for beginners
Google Play,13-08-2026 11:11:00,4,,Good...best...better...
Google Play,13-08-2026 10:51:00,3,,Almost super app for all in one networth tracking. But needs improvement on Bonds holding tracking. The Gmail sync idea is not a permanent solution. I use Wint Wealth for bonds investing. Can you INDMoney collaborate with Wint Wealth team for seamless portfolio connection to INDMoney? That would be a huge improvement for perfect real-time bond tracking. 😋
Google Play,13-08-2026 10:47:00,5,,nice
Google Play,13-08-2026 10:10:00,5,,easy to useful 👌
Google Play,13-08-2026 09:53:00,3,,good
Google Play,13-08-2026 09:17:00,2,,The functionalities provided are good but UI seems to be a fancy app not user friendly
Google Play,13-08-2026 02:41:00,4,,good
Google Play,13-08-2026 00:26:00,4,,the app was great and very easy to use and tutorials section was great features
Google Play,12-08-2026 23:14:00,5,,Great
Google Play,12-08-2026 23:12:00,5,,"Amazing app! ⭐⭐⭐⭐⭐ The interface is simple, smooth, and easy to use. The features are really useful, and the overall experience has been great. Highly recommended! 👍"
Google Play,12-08-2026 22:28:00,5,,easy use 💯❣️
Google Play,12-08-2026 21:57:00,1,,"I am not able add money to my wallet for us stocks, it keep on saying move to somewhere with good network connection even when I am receiving the otp sms."
Google Play,12-08-2026 21:38:00,4,,Nice overall. two concerns - SGBs are getting categorized as Debt instead of Gold and there is no way to track external SIFs in your app.
Google Play,12-08-2026 19:32:00,5,,nice ♥️
Google Play,12-08-2026 18:55:00,1,,"It’s disappointing to see that the minimum amount for US stock investments through HDFC Bank has increased from ₹5,000 to ₹9,000. For investors who prefer to invest smaller amounts regularly, this is a significant inconvenience. This clearly indicates that it may be time for us to start looking for an alternative platform or banking option for our US stock investments. INDmoney should seriously consider addressing this issue with HDFC Bank, as such restrictions can push customers toward"
Google Play,12-08-2026 18:53:00,5,,"best app so far, transparent etc one request can it possible to customize the dashboard view what user like to see. on dashboard"
Google Play,12-08-2026 13:39:00,5,,nice app
Google Play,12-08-2026 12:38:00,4,,bond investment ka bhi option dijiye. give bond investment next update. thanks I love this app
Google Play,12-08-2026 11:08:00,4,,good
Google Play,12-08-2026 10:37:00,5,,excellent
Google Play,12-08-2026 10:17:00,5,,Bahut accha experience raha. SIP register karne ka process smooth aur easy tha. US and IND . ka SIP successfully register ho gaya. App user-friendly hai aur interface clean hai.
Google Play,12-08-2026 09:18:00,5,,"I barely recognize the old experience anymore! The app is soo🔥 much faster and feels dramatically more stable now. Previously, syncing would interrupt the app whenever you opened it, started something, stopped an entry, or edited a detail. Once syncing began, the whole app could freeze until it completed. Even stopping an entry wasn’t immediate, and those extra seconds could end up recorded as well. Now actions feel much quicker, the flow stays intact, and the app finally feels effortless."
Google Play,12-08-2026 09:02:00,1,,the process to create & verify Account I find it difficult.
Google Play,12-08-2026 07:29:00,5,,good eell
Google Play,12-08-2026 02:52:00,5,,easy to use
Google Play,12-08-2026 02:06:00,1,,"Customer support is excellent, resolved my issues with through follow-up; harsh & other team members followed it up in a smooth and helpful way. Just make delivery based trading free just like zerodha!!! Edit - The app UX has deteriorated with the app crashing 3-4 times before working normally as well as the main USP INDpay has become abysmal with no rewards on utility bills & credit card payments, only loaded with US Stocks gimmicks."
Google Play,11-08-2026 21:55:00,5,,awesome
Google Play,11-08-2026 21:19:00,5,,good 👍
Google Play,11-08-2026 20:51:00,5,,is aap mai investment bahut saral hai or aap ka paisa bhi safe hai investment growths and rech man
Google Play,11-08-2026 18:28:00,1,,cashback section is now showing in app!
Google Play,11-08-2026 18:21:00,5,,good
Google Play,11-08-2026 18:20:00,5,,it's simply awesome
Google Play,11-08-2026 17:15:00,1,,"castomar care has not any ind money they has a number only computeris talk nobody present parsone help desk meny problem issue present but not to be solve or guide tickit only like fake masseges there no any solving mainly catomar care services very very poor problem not tobe sove all good comments and review are paid colection , don't intrest or like review and comments , friends that time is possible to good review and this app paid some money"
Google Play,11-08-2026 17:06:00,1,,Using for US Stocks. I placed an order for a set target price and I selected for a 90 day validity. The app cancelled the order overnight. This is not the first time it's happening. Attempting to resolve through help or mIND bot doesn't work as the chatbot helpline freezes non stop.
Google Play,11-08-2026 14:30:00,5,,very good
Google Play,11-08-2026 13:13:00,4,,this is good
Google Play,11-08-2026 11:56:00,5,,best app
Google Play,11-08-2026 11:42:00,2,,Recent days I couldn't view past data (yesterday candle) in crude oil section. can you check and update it.
Google Play,11-08-2026 09:58:00,5,,thank you god
Google Play,11-08-2026 01:49:00,5,,(kumar gaurav ) alpc.ind client. for us and India both --------Firstly a big thanks to alpaca and ind team too ... I have been investing since couple of years .. if there's one thing any investor want is open info instead of. solo firm growth I felt ind and alpaca do have empathy and a sense of care above business. I hope this stays.. love you team ... keep up good job... God bless
Google Play,10-08-2026 21:54:00,5,,sooooooooooo goooooooood
Google Play,10-08-2026 21:48:00,5,,simple easy and reliable
Google Play,10-08-2026 21:33:00,4,,nice
Google Play,10-08-2026 19:19:00,5,,good
Google Play,10-08-2026 16:54:00,5,,"“Great app for investing in US stocks. Simple, easy to use and very helpful for beginners. Highly recommended! ⭐⭐⭐⭐⭐”"
Google Play,10-08-2026 16:48:00,5,,good 👍
Google Play,10-08-2026 13:43:00,1,,fake loan app
Google Play,10-08-2026 12:34:00,5,,good
Google Play,10-08-2026 09:55:00,5,,excited 😊
Google Play,10-08-2026 08:40:00,4,,I have great experience with the app except for the number of notifications we get per day. I am unable to turn off notifications for certain categories too which makes the user experience annoying at times for me. Please let choose customize or choose the type of notifications they choose to recieve.
Google Play,10-08-2026 01:26:00,5,,good 👍👍👍👍👍 going
Google Play,09-08-2026 23:58:00,5,,safe and simple to use
Google Play,09-08-2026 22:08:00,5,,start⭐
Google Play,09-08-2026 21:54:00,5,,This app is very good
Google Play,09-08-2026 21:50:00,5,,good
Google Play,09-08-2026 17:03:00,5,,Good app for everything for your investment all att one place
Google Play,09-08-2026 16:43:00,5,,great app
Google Play,09-08-2026 14:12:00,4,,excellent 👌👌
Google Play,09-08-2026 13:19:00,2,,"I had a very simple query regarding nre Vs nro account and have been waiting for the reply from IND Money CSR from past 10 days. no reply so far. Your app may be great but if you don't give option to customers to clarify their doubts in a quick manner, then what is the use. The chatbot is useless and keep giving generic answers"
Google Play,09-08-2026 12:11:00,5,,nice 👍
Google Play,09-08-2026 11:29:00,1,,"no able to use cashback and not able to earn any cashback during bill payment, very complex app to use cashback, already lost money in bill payments but not got any cashback"
Google Play,09-08-2026 11:18:00,3,,supar experience
Google Play,09-08-2026 10:07:00,4,,love ❤️ ind money
Google Play,09-08-2026 07:11:00,2,,there is a tracking error for external portfolio mutual funds fix that error
Google Play,09-08-2026 00:08:00,5,,Nice app
Google Play,08-08-2026 22:30:00,5,,super 👍🏻👍🏻 💯
Google Play,08-08-2026 19:01:00,1,,customer care number bhi nahin Hai mobile index aur auction ka chat nahin dekh sakte hain tips bhi clear nahin batate hain kaun si strike per kam karna chahie yah bhi Sahi apne aap nahin lagta Hai
Google Play,08-08-2026 18:22:00,4,,❤️👍👍😍 good
Google Play,08-08-2026 18:06:00,5,,super app
Google Play,08-08-2026 17:21:00,5,,good
Google Play,08-08-2026 14:33:00,5,,Good App system or mobile same condition working
Google Play,08-08-2026 12:58:00,5,,good job
Google Play,08-08-2026 12:33:00,1,,Pathetic
Google Play,08-08-2026 11:53:00,5,,best in the market with easy interface with advisory and all the data available
Google Play,08-08-2026 09:38:00,5,,excellent
Google Play,08-08-2026 09:29:00,5,,good service
Google Play,08-08-2026 09:24:00,5,,How can I withdraw money to my bank
Google Play,08-08-2026 05:22:00,5,,👍🏻
Google Play,08-08-2026 05:20:00,5,,very good 👍
Google Play,08-08-2026 01:45:00,5,,great experience so easy process. stock sell and purchase thank you ind money team 👍🏻
Google Play,08-08-2026 00:05:00,5,,Good 😊
Google Play,07-08-2026 23:57:00,5,,nice application
Google Play,07-08-2026 22:32:00,5,,I have been using IND money application for 2 years I would say it's a great application for managing financial things.
Google Play,07-08-2026 21:53:00,5,,good app
Google Play,07-08-2026 20:04:00,4,,"The app is very helpful, but In mutual funds there is no top up option like I can invest in all my different funds in a single transaction and I can choose how much top up I want to invest. this option is available on Paytm money. I like this option. I am waiting for this option in IND money."
Google Play,07-08-2026 19:08:00,1,,Pathetic. So confusing and congested interface that by mistake redeemed my folio that I wanted to redeem the least. Then you guys need to play hide and seek. Why when there's an issue he/she has to raise a ticket to get an assistance? Highly recommend to not use this platform.
Google Play,07-08-2026 18:13:00,1,,not working Link bank account
Google Play,07-08-2026 17:50:00,4,,"This update really changed the entire experience! The app is soo🔥 much more responsive, and you can feel the improved speed in every interaction, from opening it to completing tasks. Before, frequent syncing interruptions made everything feel slow, clunky, and sometimes even frustrating to deal with. It would constantly break your rhythm and reduce productivity. Now, the app runs in a much smoother and uninterrupted way, allowing everything to flow naturally without delays."
Google Play,07-08-2026 17:11:00,4,,awesome
Google Play,07-08-2026 16:16:00,5,,"I've had an excellent experience using INDmoney. The app is user-friendly, reliable, and makes investing simple, whether it's stocks, mutual funds, or other financial products. The interface is clean, transactions are smooth, and portfolio tracking is easy to understand. Overall, it's a great platform for both new and experienced investors. One feature I would love to see is dedicated cryptocurrency support. Adding the ability to buy, sell, and track crypto assets, along with live price updates,"
Google Play,07-08-2026 14:27:00,4,,investment made through indmoney app is not reflecting in MF Utility statement. Any reason?
Google Play,07-08-2026 14:22:00,5,,awesome experience
Google Play,07-08-2026 13:51:00,5,,best haii
Google Play,07-08-2026 13:19:00,1,,Is IND Money app pr Error aate hai or bahut jyada Leg karti hai .
Google Play,07-08-2026 11:19:00,5,,"The latest version is a significant improvement over previous releases. The app opens faster, responds more smoothly, and downloads complete much quicker than before. Huge thanks to everyone behind the algorithms! Earlier, syncing happened during nearly every action, causing the app to stop responding until synchronization finished. Every stopped entry also gained several unnecessary seconds. Thankfully, those issues have been greatly reduced, making the app much easier and more enjoyable."
Google Play,07-08-2026 10:56:00,5,,superb
Google Play,07-08-2026 10:50:00,5,,indmoney is very nice application
Google Play,07-08-2026 10:24:00,5,,excellent
Google Play,07-08-2026 10:05:00,5,,good app
Google Play,07-08-2026 09:27:00,5,,ecxelent
Google Play,07-08-2026 06:47:00,5,,A great app for investors
Google Play,06-08-2026 23:36:00,5,,good 👍
Google Play,06-08-2026 22:57:00,5,,😊👍
